书名,页面地址,图片地址
 【预订】An Introduction to Python 9780954161767 ,http://product.dangdang.com/1085271049.html,http://img3x9.ddimg.cn/82/36/1085271049-1_b_1.jpg
 【预订】The Uncoiling Python: South African Storytellers and Resist... 9780821419212 ,http://product.dangdang.com/1084590349.html,http://img3x9.ddimg.cn/7/25/1084590349-1_b_1.jpg
 Python Text Processing with NLTK 2.0 Cookbook: LITE Edition [ISBN: 978-1849516389] ,http://product.dangdang.com/1092343826.html,http://img3x6.ddimg.cn/2/4/1092343826-1_b_1.jpg
 Python Testing Cookbook [ISBN: 978-1849514668] ,http://product.dangdang.com/1091492626.html,http://img3x6.ddimg.cn/4/26/1091492626-1_b_1.jpg
 Python Interview Questions You'll Most Likely Be Asked [ISBN: 978-1463590222] ,http://product.dangdang.com/1090886026.html,http://img3x6.ddimg.cn/76/4/1090886026-1_b_1.jpg
 The Python Standard Library by Example (Developer's Library) [ISBN: 978-0321767349] ,http://product.dangdang.com/1090386826.html,http://img3x6.ddimg.cn/34/8/1090386826-1_b_1.jpg
 Learning to Program Using Python [ISBN: 978-1461182054] ,http://product.dangdang.com/1083561826.html,http://img3x6.ddimg.cn/94/28/1083561826-1_b_1.jpg
 Fundamentals of Python: First Programs (Introduction to Programming) [ISBN: 978-1111822705] ,http://product.dangdang.com/1082969538.html,http://img3x8.ddimg.cn/24/36/1082969538-1_b_1.jpg
" Image Processing using Pulse-Coupled Neural Networks: Applications in Python (Biological and Medical Physics, Biomedical Engineering) [ISBN: 978-3642368769] ",http://product.dangdang.com/1078103326.html,http://img3x6.ddimg.cn/58/27/1078103326-1_b_1.jpg
 Django - Agiles Web-Entwicklungsframework Fur Python (German Edition) [ISBN: 978-3640776924] ,http://product.dangdang.com/1077689626.html,http://img3x6.ddimg.cn/79/24/1077689626-1_b_1.jpg
 Python for Signal Processing: Featuring IPython Notebooks [ISBN: 978-3319013411] ,http://product.dangdang.com/1077199726.html,http://img3x6.ddimg.cn/31/4/1077199726-1_b_1.jpg
 Hello! Python [ISBN: 978-1935182085] ,http://product.dangdang.com/1075035526.html,http://img3x6.ddimg.cn/70/8/1075035526-1_b_1.jpg
 Zits from Python Pit #6 M. D. Payne 9780448482477 ,http://product.dangdang.com/1071790144.html,http://img3x4.ddimg.cn/7/7/1071790144-1_b_1.jpg
 Introduction to Python Programming and Developing GUI Applications with PyQT [ISBN: 978-1435460973] ,http://product.dangdang.com/1071110426.html,http://img3x6.ddimg.cn/23/16/1071110426-1_b_1.jpg
" If You Like Monty Python...: Here Are Over 200 Movies, TV Shows, and Other Oddities That You Will Love [ISBN: 978-0879103934] ",http://product.dangdang.com/1071048226.html,http://img3x6.ddimg.cn/94/13/1071048226-1_b_1.jpg
 A Python Primer for ArcGIS?? [ISBN: 978-1466274594] ,http://product.dangdang.com/1070850726.html,http://img3x6.ddimg.cn/0/19/1070850726-1_b_1.jpg
 Monty Python's Flying Circus: Complete and Annotated...All the Bits [ISBN: 978-1579129132] ,http://product.dangdang.com/1067770826.html,http://img3x6.ddimg.cn/89/36/1067770826-1_b_1.jpg
 Treading on Python Volume 1: Foundations of Python [ISBN: 978-1475266412] ,http://product.dangdang.com/1061917026.html,http://img3x6.ddimg.cn/60/6/1061917026-1_b_1.jpg
" Pyomo - Optimization Modeling in Python (Springer Optimization and Its Applications, Vol. 67) [ISBN: 978-1461432258] ",http://product.dangdang.com/1059061126.html,http://img3x6.ddimg.cn/13/25/1059061126-1_b_1.jpg
" Python: ""A shiver waiting for a spine to run up"" [ISBN: 978-1460954317] ",http://product.dangdang.com/1058144626.html,http://img3x6.ddimg.cn/55/15/1058144626-1_b_1.jpg
 Think Python [ISBN: 978-1449330729] ,http://product.dangdang.com/1056789226.html,http://img3x6.ddimg.cn/64/36/1056789226-1_b_0.jpg
 More Python Programming for the Absolute Beginner [ISBN: 978-1435459809] ,http://product.dangdang.com/1055851726.html,http://img3x6.ddimg.cn/94/5/1055851726-1_b_1.jpg
 Monty Python (Flexiband) (Score & Parts) (Faber Edition) [ISBN: 978-0571513031] ,http://product.dangdang.com/1055553638.html,http://img3x8.ddimg.cn/95/26/1055553638-1_b_1.jpg
 Maya Python for Games and Film: A Complete Reference for Maya Python and the Maya Python API [ISBN: 978-0123785787] ,http://product.dangdang.com/1055239026.html,http://img3x6.ddimg.cn/6/25/1055239026-1_b_1.jpg
 Student Value Edition - Introduction to Programming Using Python [ISBN: 978-0133020526] ,http://product.dangdang.com/1038033526.html,http://img3x6.ddimg.cn/13/6/1038033526-1_b_1.jpg
 The Practice of Computing Using Python plus MyProgrammingLab with Pearson eText -- Access Card Package (2nd Edition) [ISBN: 978-0132992831] ,http://product.dangdang.com/1038028626.html,http://img3x6.ddimg.cn/63/27/1038028626-1_b_1.jpg
 Student Value Edition for The Practice of Computing Using Python Plus MyProgrammingLab with Pearson eText -- Access Card Package (2nd Edition) [ISBN: 978-0132990028] ,http://product.dangdang.com/1038028126.html,http://img3x6.ddimg.cn/58/8/1038028126-1_b_1.jpg
 【预订】Nobody Expects the Spanish Inquisition: Cultural Contexts in Monty Python ,http://product.dangdang.com/1038002831.html,http://img3x1.ddimg.cn/8/21/1038002831-1_b_1.jpg
 Core Python Applications Programming (3rd Edition) (Core Series) [ISBN: 978-0132678209] ,http://product.dangdang.com/1037999826.html,http://img3x6.ddimg.cn/72/13/1037999826-1_b_1.jpg
 Programming the Raspberry Pi: Getting Started With Python [ISBN: 978-0071807838] ,http://product.dangdang.com/1037941326.html,http://img3x6.ddimg.cn/81/10/1037941326-1_b_0.jpg
 【预订】Managing Your Biological Data with Python ,http://product.dangdang.com/1037545531.html,http://img3x1.ddimg.cn/88/4/1037545531-1_b_1.jpg
 【预订】Introduction to Computing: Making Music with Python ,http://product.dangdang.com/1037527231.html,http://img3x1.ddimg.cn/4/19/1037527231-1_b_1.jpg
 【预订】The Python Quick Syntax Reference ,http://product.dangdang.com/1033542931.html,http://img3x1.ddimg.cn/58/27/1033542931-1_b_1.jpg
 【预订】Learn Raspberry Pi Programming with Python ,http://product.dangdang.com/1033530931.html,http://img3x1.ddimg.cn/37/15/1033530931-1_b_1.jpg
" cloudPEST: A Python Module for Cloud-Computing Deployment of PEST, a Program for Parameter Estimation: Open-File Report 2011-1062 [ISBN: 978-1288703654] ",http://product.dangdang.com/1029963326.html,http://img3x6.ddimg.cn/95/24/1029963326-1_b_1.jpg
 Writing Idiomatic Python 2.7.3 [ISBN: 978-1482372175] ,http://product.dangdang.com/1029840526.html,http://img3x6.ddimg.cn/55/27/1029840526-1_b_1.jpg
 Writing Idiomatic Python 3.3 [ISBN: 978-1482374810] ,http://product.dangdang.com/1029151926.html,http://img3x6.ddimg.cn/0/34/1029151926-1_b_1.jpg
" 【预订】Learn to Program Using Python: A Tutorial for Hobbyists, Self-Starters, and All Who Want to Lear ",http://product.dangdang.com/1027434823.html,http://img3x3.ddimg.cn/52/27/1027434823-1_b_0.jpg
 【预订】Python Programming with the Java Class Libraries: A Tutorial for Building Web and Enterprise App ,http://product.dangdang.com/1027384823.html,http://img3x3.ddimg.cn/47/14/1027384823-1_b_0.jpg
 【预订】Data Structures and Algorithms in Python 9781118290279 ,http://product.dangdang.com/1026348576.html,http://img3x6.ddimg.cn/33/26/1026348576-1_b_2.jpg
 【预订】Python and HDF5 ,http://product.dangdang.com/1025838946.html,http://img3x6.ddimg.cn/55/34/1025838946-1_b_2.jpg
 【预订】Airplane Cheap Detective Dracula Dead Python Grail Police Squad North Exposure ,http://product.dangdang.com/1023310531.html,http://img3x1.ddimg.cn/1/14/1023310531-1_b_1.jpg
 【预订】The Hacker's Guide to Python ,http://product.dangdang.com/1023242331.html,http://img3x1.ddimg.cn/12/5/1023242331-1_b_1.jpg
 Monty Karel: A Gentle Introduction to the Art of Object-Oriented Programming in Python [ISBN: 978-0970579522] ,http://product.dangdang.com/1022874126.html,http://img3x6.ddimg.cn/87/24/1022874126-1_b_1.jpg
 Hacking Secret Ciphers with Python: A beginner's guide to cryptography and computer programming with Python [ISBN: 978-1482614374] ,http://product.dangdang.com/1022774826.html,http://img3x6.ddimg.cn/84/32/1022774826-1_b_1.jpg
 OpenCV Computer Vision with Python [ISBN: 978-1782163923] ,http://product.dangdang.com/1022052726.html,http://img3x6.ddimg.cn/90/24/1022052726-1_b_1.jpg
 Python Geospatial Development - Second Edition [ISBN: 978-1782161523] ,http://product.dangdang.com/1021849826.html,http://img3x6.ddimg.cn/41/32/1021849826-1_b_1.jpg
 The Detective Python [ISBN: 978-1481788083] ,http://product.dangdang.com/1021184526.html,http://img3x6.ddimg.cn/21/29/1021184526-1_b_1.jpg
 Robot Wireless Control Made Simple with Python and C [ISBN: 978-1484014745] ,http://product.dangdang.com/1021078826.html,http://img3x6.ddimg.cn/53/1/1021078826-1_b_0.jpg
 Coding Club Level 3 Python: Building Big Apps [ISBN: 978-1107666870] ,http://product.dangdang.com/1021052926.html,http://img3x6.ddimg.cn/91/1/1021052926-1_b_1.jpg
 【预订】A Functional Start to Computing with Python ,http://product.dangdang.com/1020727939.html,http://img3x9.ddimg.cn/22/22/1020727939-1_b_1.jpg
 【包邮】 The Greedy Python ,http://product.dangdang.com/1019944881.html,http://img3x1.ddimg.cn/54/32/1019944881-1_b_2.jpg
 【预订】Object-Oriented Programming in Python ,http://product.dangdang.com/1014990123.html,http://img3x3.ddimg.cn/48/18/1014990123-1_b_0.jpg
 Treading on Python Volume 2: Intermediate Python [ISBN: 978-1490550954] ,http://product.dangdang.com/1013900826.html,http://img3x6.ddimg.cn/48/1/1013900826-1_b_1.jpg
 Python: Visual QuickStart Guide (3rd Edition) [ISBN: 978-0321929556] ,http://product.dangdang.com/1012753326.html,http://img3x6.ddimg.cn/57/19/1012753326-1_b_1.jpg
 Porting to Python 3: An in-depth guide [ISBN: 978-1490362229] ,http://product.dangdang.com/1012575226.html,http://img3x6.ddimg.cn/58/0/1012575226-1_b_1.jpg
 A Functional Start to Computing with Python (Chapman & Hall/CRC Textbooks in Computing) [ISBN: 978-1466504554] ,http://product.dangdang.com/1012095426.html,http://img3x6.ddimg.cn/12/16/1012095426-1_b_1.jpg
 Python Version 2.7 Introduction using IDLE: For Linux-Debian and Microsoft Windows [ISBN: 978-1491250297] ,http://product.dangdang.com/1011977226.html,http://img3x6.ddimg.cn/18/31/1011977226-1_b_1.jpg
 【预订】The Uncoiling Python: South African Storytellers and Resistance ,http://product.dangdang.com/1011913476.html,http://img3x6.ddimg.cn/24/32/1011913476-1_b_2.jpg
 Python Version 3.2 Introduction using IDLE and PythonWin: For Linux-Debian and Microsoft Windows [ISBN: 978-1491273722] ,http://product.dangdang.com/1011748026.html,http://img3x6.ddimg.cn/3/9/1011748026-1_b_1.jpg
 Introduction to Computation and Programming Using Python [ISBN: 978-0262525008] ,http://product.dangdang.com/1011469326.html,http://img3x6.ddimg.cn/87/30/1011469326-1_b_1.jpg
 Python Data Visualization Cookbook [ISBN: 978-1782163367] ,http://product.dangdang.com/1011462726.html,http://img3x6.ddimg.cn/21/16/1011462726-1_b_1.jpg
" Python in Practice: Create Better Programs Using Concurrency, Libraries, and Patterns (Developer's Library) [ISBN: 978-0321905635] ",http://product.dangdang.com/1011205526.html,http://img3x6.ddimg.cn/23/3/1011205526-1_b_1.jpg
 Python in Easy Steps [ISBN: 978-1840785968] ,http://product.dangdang.com/1010905426.html,http://img3x6.ddimg.cn/91/10/1010905426-1_b_0.jpg
 Raspberry Pi: Raspberry Pi Guide on Python & Projects Programming in Easy Steps [ISBN: 978-1628847437] ,http://product.dangdang.com/1010894626.html,http://img3x6.ddimg.cn/82/14/1010894626-1_b_1.jpg
 Python for Beginners [ISBN: 978-0988842977] ,http://product.dangdang.com/1006198826.html,http://img3x6.ddimg.cn/50/32/1006198826-1_b_1.jpg
 Raspberry Pi Camera Controls: For Windows and Debian-Linux using Python 2.7 [ISBN: 978-1493713714] ,http://product.dangdang.com/1006002226.html,http://img3x6.ddimg.cn/64/13/1006002226-1_b_1.jpg
 Python and HDF5 [ISBN: 978-1449367831] ,http://product.dangdang.com/1005993026.html,http://img3x6.ddimg.cn/71/26/1005993026-1_b_1.jpg
 Raspberry Pi Camera Controls using Python 3.2.3: For Windows and Debian-Linux [ISBN: 978-1493723478] ,http://product.dangdang.com/1005988926.html,http://img3x6.ddimg.cn/30/33/1005988926-1_b_1.jpg
 Raspberry Pi Robot with Camera and Sound using Python 3.2: For Windows and Debian-Linux [ISBN: 978-1493760602] ,http://product.dangdang.com/1005905626.html,http://img3x6.ddimg.cn/88/20/1005905626-1_b_1.jpg
" Annotated Algorithms in Python: with Applications in Physics, Biology, and Finance [ISBN: 978-0991160402] ",http://product.dangdang.com/1005723326.html,http://img3x6.ddimg.cn/47/19/1005723326-1_b_1.jpg
 【包邮】 The Eric Carle Ready-to-Read Collection: Have You Seen My Cat?; The Greedy Python; Pancake ,http://product.dangdang.com/1005185681.html,http://img3x1.ddimg.cn/71/21/1005185681-1_b_2.jpg
 Captain Hazzard-Python Men of the Lost City [ISBN: 978-0615696492] ,http://product.dangdang.com/1003236136.html,http://img3x6.ddimg.cn/34/6/1003236136-1_b_1.jpg
 【预订】Fluent Python ,http://product.dangdang.com/1002096884.html,http://img3x4.ddimg.cn/74/21/1002096884-1_b_1.jpg
 python爬虫防封杀 ,http://product.dangdang.com/410258071.html,http://img3x1.ddimg.cn/91/36/410258071-1_b_1.jpg
 Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现 ,http://product.dangdang.com/25107201.html,http://img3x1.ddimg.cn/9/0/25107201-1_b_0.jpg
 Python金融实战 ,http://product.dangdang.com/25107103.html,http://img3x3.ddimg.cn/10/13/25107103-1_b_2.jpg
 Python数据处理 ,http://product.dangdang.com/25107100.html,http://img3x0.ddimg.cn/7/10/25107100-1_b_3.jpg
 Python高性能编程 ,http://product.dangdang.com/25098886.html,http://img3x6.ddimg.cn/10/10/25098886-1_b_2.jpg
 Python地理数据处理 ,http://product.dangdang.com/25097337.html,http://img3x7.ddimg.cn/45/15/25097337-1_b_3.jpg
 POD-Python高级编程 ,http://product.dangdang.com/24242011.html,http://img3x1.ddimg.cn/79/18/24242011-1_b_1.jpg
 POD-Python技术手册 第2版 ,http://product.dangdang.com/24241157.html,http://img3x7.ddimg.cn/17/15/24241157-1_b_1.jpg
 pod-Raspberry Pi：Python编程入门 ,http://product.dangdang.com/23942311.html,http://img3x1.ddimg.cn/52/18/23942311-1_b_2.jpg
 面向设计师的编程设计知识系统PADKS--学习Python做个有编程能力的设计师 ,http://product.dangdang.com/1374221180.html,http://img3x0.ddimg.cn/2/36/1374221180-1_b_1.jpg
 Python数据处理 ,http://product.dangdang.com/25107100.html,http://img3x0.ddimg.cn/7/10/25107100-1_b_3.jpg
 Python高性能编程 ,http://product.dangdang.com/25098886.html,http://img3x6.ddimg.cn/10/10/25098886-1_b_2.jpg
 Python地理数据处理 ,http://product.dangdang.com/25097337.html,http://img3x7.ddimg.cn/45/15/25097337-1_b_3.jpg
 POD-Python高级编程 ,http://product.dangdang.com/24242011.html,http://img3x1.ddimg.cn/79/18/24242011-1_b_1.jpg
 POD-Python技术手册 第2版 ,http://product.dangdang.com/24241157.html,http://img3x7.ddimg.cn/17/15/24241157-1_b_1.jpg
 pod-Raspberry Pi：Python编程入门 ,http://product.dangdang.com/23942311.html,http://img3x1.ddimg.cn/52/18/23942311-1_b_2.jpg
 面向设计师的编程设计知识系统PADKS--学习Python做个有编程能力的设计师 ,http://product.dangdang.com/1374221180.html,http://img3x0.ddimg.cn/2/36/1374221180-1_b_1.jpg
 面向设计师的编程设计知识系统PADKS--ArcGIS下的Python编程(9787553745381 ,http://product.dangdang.com/1374220580.html,http://img3x0.ddimg.cn/95/28/1374220580-1_b_1.jpg
" Python大战机器学习:数据科学家的**个小目标 华校专,王正林 编著 ",http://product.dangdang.com/1236268347.html,http://img3x7.ddimg.cn/6/1/1236268347-1_b_2.jpg
" Python黑帽子:黑客与渗透测试编程之道 (美)塞茨(Justin Seitz) 著;孙松柏,李聪,润秋 译 ",http://product.dangdang.com/1240437252.html,http://img3x2.ddimg.cn/21/5/1240437252-1_b_2.jpg
 营销数据科学：用R和PYTHON进行预测分析的建模技术 [美]托马斯 W. 米勒(Thomas W. Miller) 9787111559023 ,http://product.dangdang.com/1155216195.html,http://img3x5.ddimg.cn/45/12/1155216195-1_b_1.jpg
 Python数据分析 (印尼)伊德里斯(Ivan Idris) 著;韩波 译 ,http://product.dangdang.com/1064948382.html,http://img3x2.ddimg.cn/36/26/1064948382-1_b_2.jpg
 Python程序设计（第2版）（高等院校信息技术规划教材） 董付国 9787302436515 ,http://product.dangdang.com/1040553656.html,http://img3x6.ddimg.cn/98/29/1040553656-1_b_2.jpg
 Python机器学习实践指南 [美] Alexander T. Combs 9787115449061 人民邮电出版社 ,http://product.dangdang.com/1424941690.html,http://img3x0.ddimg.cn/40/21/1424941690-1_b_1.jpg
" Python网络数据采集+用Python写网络爬虫  数据抓取 数据分析 Python数据运用 Python编程 (美)米切尔(Ryan Mitchell) 著;陶俊杰,陈小莉 译   人民邮电出版社 ",http://product.dangdang.com/1054423247.html,http://img3x7.ddimg.cn/86/22/1054423247-1_b_1.jpg
  Python编程实战：运用设计模式、并发和程序库创建高质量程序  ,http://product.dangdang.com/1024312824.html,http://img3x4.ddimg.cn/18/14/1024312824-1_b_0.jpg
" Python游戏编程入门 (美)啥伯,李强 9787115375117 ",http://product.dangdang.com/1174864895.html,http://img3x5.ddimg.cn/17/10/1174864895-1_b_1.jpg
 python语言程序设计基础 第2版 9787040471700 第二版 嵩天 礼欣 黄天羽 教育部大学计算机课程改革项目规划教材 高等教育出版社 大学教材 ,http://product.dangdang.com/1365027058.html,http://img3x8.ddimg.cn/10/7/1365027058-1_b_1.jpg
" 树莓派Python编程指南 (美)布鲁德伯里,王文峰 9787111489863 ",http://product.dangdang.com/1154602795.html,http://img3x5.ddimg.cn/49/35/1154602795-1_b_0.jpg
 Web接口开发与自动化测试:基于Python语言 虫师 编著 ,http://product.dangdang.com/1310032747.html,http://img3x7.ddimg.cn/1/17/1310032747-1_b_3.jpg
" Python语言程序设计    Y.Daniel Liang (美)梁勇,李娜 9787111487685 ",http://product.dangdang.com/1154587395.html,http://img3x5.ddimg.cn/93/27/1154587395-1_b_1.jpg
 Python Web开发实战 董伟明 著 ,http://product.dangdang.com/1106026547.html,http://img3x7.ddimg.cn/32/14/1106026547-1_b_0.jpg
 Python 3 基础教程 邓英 夏帮贵 9787115434876 ,http://product.dangdang.com/1174462995.html,http://img3x5.ddimg.cn/57/4/1174462995-1_b_0.jpg
 零起点Python大数据与量化交易+量化投资：以Python为工具 金融科技丛书 量化投资Python实战入门教程书籍 量化投资理论分析书籍 ,http://product.dangdang.com/1040757290.html,http://img3x0.ddimg.cn/89/15/1040757290-1_b_0.jpg
" Python算法教程 (挪威)赫特兰(Magnus Lie Hetland) 著;凌杰,陆禹淳,顾俊 译 ",http://product.dangdang.com/1029435972.html,http://img3x2.ddimg.cn/15/31/1029435972-1_b_7.jpg
 义博！ 学习Python（影印版） ,http://product.dangdang.com/1450759683.html,http://img3x3.ddimg.cn/21/6/1450759683-1_b_2.jpg
" Python开发实战 [日]BePROUD股份有限公司,盛荣 9787115320896 ",http://product.dangdang.com/1291060651.html,http://img3x1.ddimg.cn/67/4/1291060651-1_b_0.jpg
  零起点Python足彩大数据与机器学习实盘分析  ,http://product.dangdang.com/1231339550.html,http://img3x0.ddimg.cn/23/11/1231339550-1_b_0.jpg
 【北京发货】 计算机编程导论――Python程序设计  ,http://product.dangdang.com/1033658260.html,http://img3x0.ddimg.cn/52/27/1033658260-1_b_1.jpg
 Raspberry Pi:Python编程入门 Simon Monk ,http://product.dangdang.com/1282871906.html,http://img3x6.ddimg.cn/8/25/1282871906-1_b_4.jpg
 Python高级编程 [美] Luke Sneeringer 宋V剑 刘磊 9787302452850 ,http://product.dangdang.com/1145474776.html,http://img3x6.ddimg.cn/28/27/1145474776-1_b_2.jpg
 Python 网络爬虫实战 胡松涛 9787302457879 ,http://product.dangdang.com/1052139095.html,http://img3x5.ddimg.cn/62/28/1052139095-1_b_0.jpg
 ABAQUS Python二次开发攻略 CAE分析大系 苏景鹤 江丙云 9787115414533 人民邮电出版社 ,http://product.dangdang.com/1007313955.html,http://img3x5.ddimg.cn/43/18/1007313955-1_b_2.jpg
 Python编程基础 闫俊伢 9787115434142 ,http://product.dangdang.com/1174430595.html,http://img3x5.ddimg.cn/30/16/1174430595-1_b_0.jpg
 预测分析建模：Python与R语言实现     Thomas W. Miller [美] 托马斯 W.米勒(Thomas W. Miller) 9787111548874 ,http://product.dangdang.com/1154500995.html,http://img3x5.ddimg.cn/21/22/1154500995-1_b_1.jpg
 Python基础教程-第2版.修订版 ,http://product.dangdang.com/1145074241.html,http://img3x1.ddimg.cn/47/17/1145074241-1_b_1.jpg
 Python绝技:运用Python成为*级黑客:运用Python成为*级黑客 (美)奥科罗(TJ.O'Connor) 著;崔孝晨 等 译 ,http://product.dangdang.com/1091356472.html,http://img3x2.ddimg.cn/74/32/1091356472-1_b_9.jpg
 Python程序设计教程 林信良 9787302457862 ,http://product.dangdang.com/1052140395.html,http://img3x5.ddimg.cn/75/33/1052140395-1_b_0.jpg
 Abaqus GUI程序开发指南 Python语言 贾利勇 富琛阳子 贺高 周正光 9787115416599 人民邮电出版社 ,http://product.dangdang.com/1007312755.html,http://img3x5.ddimg.cn/31/2/1007312755-1_b_2.jpg
" Python基础教程(第2版,修订版)+机器学习实战（python基础教程指南）（Python基础、实战套装共两册）(第2版,修订版) Magnus Lie Hetland   人民邮电出版社 ",http://product.dangdang.com/1458310556.html,http://img3x6.ddimg.cn/65/30/1458310556-1_b_2.jpg
" 义博！ 高性能Python（版） 9787564153854 戈雷利克,欧日 9787564153854 ",http://product.dangdang.com/1310814973.html,http://img3x3.ddimg.cn/28/26/1310814973-1_b_1.jpg
 程序设计基础:PYTHON语言 嵩天//黄天羽//礼欣 ,http://product.dangdang.com/1253002137.html,http://img3x7.ddimg.cn/24/23/1253002137-1_b_2.jpg
 Python程序设计与实现*9787040437881 冯林 ,http://product.dangdang.com/1233547995.html,http://img3x5.ddimg.cn/75/0/1233547995-1_b_0.jpg
 Python学习手册 (美)鲁特兹 ,http://product.dangdang.com/1189856906.html,http://img3x6.ddimg.cn/62/28/1189856906-1_b_6.jpg
 Python游戏编程快速上手*9787115429032 [美] Al Sweigart  斯维加特 ,http://product.dangdang.com/1174947395.html,http://img3x5.ddimg.cn/50/0/1174947395-1_b_0.jpg
" Python编程初学者指南 (美)道森,王金兰 9787115361448 ",http://product.dangdang.com/1174847495.html,http://img3x5.ddimg.cn/41/0/1174847495-1_b_0.jpg
 义博！图灵 Python游戏编程入门 编程入门(第3版) 人民邮电出版社 共2本 ,http://product.dangdang.com/1099212532.html,http://img3x2.ddimg.cn/88/30/1099212532-1_b_1.jpg
" Python生物信息学数据管理*9787121303821 (意)Allegra Via (阿莱格拉 维亚),卢宏超 ",http://product.dangdang.com/1052116395.html,http://img3x5.ddimg.cn/33/9/1052116395-1_b_1.jpg
" Python基础教程(第2版,修订版)+Python核心编程 第3版（Python学习畅销套装两册）(第2版,修订版) Magnus Lie Hetland   人民邮电出版社 ",http://product.dangdang.com/1347643092.html,http://img3x2.ddimg.cn/48/10/1347643092-1_b_2.jpg
 基于ArcGIS的Python编程秘笈（第2版）*9787115438041 [美]Eric Pimpler 派普勒 ,http://product.dangdang.com/1174963195.html,http://img3x5.ddimg.cn/10/1/1174963195-1_b_0.jpg
 Python程序设计入门到实战 何敏煌 9787302455967 ,http://product.dangdang.com/1052133895.html,http://img3x5.ddimg.cn/10/8/1052133895-1_b_0.jpg
 Python程序设计基础 李东方 9787121302923 ,http://product.dangdang.com/1032790895.html,http://img3x5.ddimg.cn/26/16/1032790895-1_b_2.jpg
 Python性能分析与优化 [乌拉圭] 多格里奥(Fernando Doglio) 9787115424228 人民邮电出版社 ,http://product.dangdang.com/1428316755.html,http://img3x5.ddimg.cn/96/20/1428316755-1_b_2.jpg
 Python游戏编程入门 ,http://product.dangdang.com/1409232761.html,http://img3x1.ddimg.cn/35/34/1409232761-1_b_2.jpg
 跟老齐学Python从入门到精通 ,http://product.dangdang.com/1400510561.html,http://img3x1.ddimg.cn/32/29/1400510561-1_b_2.jpg
 【商城原版当天发货】面向设计师的编程设计知识系统PADKS--ArcGIS下的Python编程9787553745381 ,http://product.dangdang.com/1252303861.html,http://img3x1.ddimg.cn/94/11/1252303861-1_b_2.jpg
 面向设计师的编程设计知识系统PADKS：学习Python做个有编程能力的设计师 9787553745404 ,http://product.dangdang.com/1245423661.html,http://img3x1.ddimg.cn/97/35/1245423661-1_b_2.jpg
 Python程序设计习题解析（大学计算机基础教育规划教材）*9787302466499 周元哲 ,http://product.dangdang.com/1177198995.html,http://img3x5.ddimg.cn/93/2/1177198995-1_b_0.jpg
 计算机科学导论――以Python为舟 沙行勉著 9787302377733 ,http://product.dangdang.com/1129164629.html,http://img3x9.ddimg.cn/32/35/1129164629-1_b_1.jpg
 零基础入门学习Python（水木书荟） 小甲鱼 9787302438205 ,http://product.dangdang.com/1064797595.html,http://img3x5.ddimg.cn/26/14/1064797595-1_b_0.jpg
 程序设计导论：Python语言实践（英文版） [美]罗伯特塞奇威克 9787111524014 ,http://product.dangdang.com/1154542595.html,http://img3x5.ddimg.cn/41/34/1154542595-1_b_1.jpg
 Python程序设计   David I. Schneider [美]戴维I.施耐德 9787111526278 ,http://product.dangdang.com/1154536595.html,http://img3x5.ddimg.cn/80/28/1154536595-1_b_0.jpg
 漏洞战争：软件漏洞分析精要 安全之路Web渗透技术及实战案例解析（第2版） Python 黑帽子：黑客与渗透测试编程之道 白帽子讲Web安全 Python绝技：运用Python成为黑客 安全技术 ,http://product.dangdang.com/1113672165.html,http://img3x5.ddimg.cn/78/26/1113672165-1_b_2.jpg
 零基础入门学习Python ,http://product.dangdang.com/1084945691.html,http://img3x1.ddimg.cn/38/19/1084945691-1_b_2.jpg
 零起点Python大数据与量化交易+量化投资：以Python为工具 金融科技丛书 套装共2册 ,http://product.dangdang.com/1052185060.html,http://img3x0.ddimg.cn/91/2/1052185060-1_b_1.jpg
 数据结构与算法-Python语言描述 ,http://product.dangdang.com/1362865084.html,http://img3x4.ddimg.cn/97/17/1362865084-1_b_3.jpg
 易学Python Anthony Briggs 9787115335227 ,http://product.dangdang.com/1174810595.html,http://img3x5.ddimg.cn/68/26/1174810595-1_b_1.jpg
 Python实用教程（高等院校信息技术规划教材） 秦颖 9787302450306 ,http://product.dangdang.com/1145460876.html,http://img3x6.ddimg.cn/87/2/1145460876-1_b_2.jpg
 Python即学即用 张燕妮 9787111539896 ,http://product.dangdang.com/1009994895.html,http://img3x5.ddimg.cn/63/12/1009994895-1_b_2.jpg
" Python基础教程+利用Python进行数据分析（Python学习套装 共两册）(第2版,修订版) Magnus Lie Hetland ",http://product.dangdang.com/1478401872.html,http://img3x2.ddimg.cn/24/13/1478401872-1_b_3.jpg
 Python自动化运维:技术与*佳实践 刘天斯 ,http://product.dangdang.com/1279273927.html,http://img3x7.ddimg.cn/85/0/1279273927-1_b_3.jpg
 全新正版 ABAQUS Python二次开发攻略+Abaqus GUI程序开发指南 Python语言 Python入门书籍 Abaqus Python API讲解 Abaqus仿真分析 ,http://product.dangdang.com/1207177866.html,http://img3x6.ddimg.cn/81/30/1207177866-1_b_2.jpg
 Python程序设计基础（大学计算机基础教育规划教材） 周元哲著 9787302405269 ,http://product.dangdang.com/1174272564.html,http://img3x4.ddimg.cn/3/12/1174272564-1_b_1.jpg
