书名,页面地址,图片地址
 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作*9787115442031 [美]Simon Monk ,http://product.dangdang.com/1174968495.html,http://img3x5.ddimg.cn/63/10/1174968495-1_b_1.jpg
 Python项目开发实战 第2版*9787115438560 日 BePROUD股份有限公司 ,http://product.dangdang.com/1174964095.html,http://img3x5.ddimg.cn/19/13/1174964095-1_b_1.jpg
 Python科学计算基础教程*9787115436986 印 赫曼塔 库玛 梅赫塔 Hemant Kumar Mehta ,http://product.dangdang.com/1174960595.html,http://img3x5.ddimg.cn/83/28/1174960595-1_b_0.jpg
 Python数据科学指南*9787115435101 印度 Gopi Subramanian 萨伯拉曼尼安 ,http://product.dangdang.com/1174956895.html,http://img3x5.ddimg.cn/46/28/1174956895-1_b_0.jpg
 Python数据分析实战*9787115432209 【意】内利(Fabio Nelli) ,http://product.dangdang.com/1174952995.html,http://img3x5.ddimg.cn/7/13/1174952995-1_b_1.jpg
 用Python写网络爬虫*9787115431790 [澳]理查德 劳森(Richard Lawson) ,http://product.dangdang.com/1174951995.html,http://img3x5.ddimg.cn/96/12/1174951995-1_b_1.jpg
 Python数据挖掘入门与实践*9787115427106 [澳] Robert Layton ,http://product.dangdang.com/1174945595.html,http://img3x5.ddimg.cn/32/13/1174945595-1_b_0.jpg
" 树莓派Python编程入门与实战（第2版）*9787115426703 [美] Richard Blum 勃鲁姆, Christine Bresnaha ",http://product.dangdang.com/1174944795.html,http://img3x5.ddimg.cn/24/27/1174944795-1_b_1.jpg
 像计算机科学家一样思考Python 第2版*9787115425515 [美] 艾伦 B. 唐尼(Allen B. Downey) ,http://product.dangdang.com/1174944195.html,http://img3x5.ddimg.cn/18/19/1174944195-1_b_1.jpg
 Python密码学编程*9787115424297 [美] Al Sweigart 斯维加特 ,http://product.dangdang.com/1174942895.html,http://img3x5.ddimg.cn/5/14/1174942895-1_b_1.jpg
 Python性能分析与优化*9787115424228 [乌拉圭] 多格里奥(Fernando Doglio) ,http://product.dangdang.com/1174942795.html,http://img3x5.ddimg.cn/4/25/1174942795-1_b_1.jpg
 Python编程快速上手 让繁琐工作自动化*9787115422699 [美] Al Sweigart  斯维加特 ,http://product.dangdang.com/1174941495.html,http://img3x5.ddimg.cn/90/20/1174941495-1_b_0.jpg
 爱上Python 一日精通Python编程*9787115421456 [新加坡]Jamie Chan ,http://product.dangdang.com/1174938995.html,http://img3x5.ddimg.cn/65/36/1174938995-1_b_0.jpg
 Abaqus GUI程序开发指南 Python语言*9787115416599 贾利勇 富琛阳子 贺高 周正光 ,http://product.dangdang.com/1174931495.html,http://img3x5.ddimg.cn/89/10/1174931495-1_b_1.jpg
 教孩子学编程 Python语言版*9787115416346 [美] Bryson Payne ,http://product.dangdang.com/1174930995.html,http://img3x5.ddimg.cn/84/28/1174930995-1_b_0.jpg
 Python核心编程 第3版 英文版*9787115413529 [美] 卫斯理 春(Wesley Chun) ,http://product.dangdang.com/1174925395.html,http://img3x5.ddimg.cn/28/15/1174925395-1_b_1.jpg
 Python数据分析*9787115411228 [印尼]Ivan Idris 伊德里斯 ,http://product.dangdang.com/1174922695.html,http://img3x5.ddimg.cn/1/16/1174922695-1_b_0.jpg
 Python和Pygame游戏开发指南*9787115407351 [美] Al Sweigart 斯维加特 ,http://product.dangdang.com/1174916795.html,http://img3x5.ddimg.cn/41/36/1174916795-1_b_0.jpg
 Maya Python 游戏与影视编程指南*9787115406699 [美] Adam Mechtley ,http://product.dangdang.com/1174915995.html,http://img3x5.ddimg.cn/33/13/1174915995-1_b_0.jpg
 Python面向对象编程指南*9787115405586 [美] Steven F. Lott 洛特 ,http://product.dangdang.com/1174913395.html,http://img3x5.ddimg.cn/7/3/1174913395-1_b_1.jpg
 Python算法教程*9787115404831 [挪威]赫特兰(Magnus Lie Hetland) ,http://product.dangdang.com/1174912395.html,http://img3x5.ddimg.cn/96/2/1174912395-1_b_0.jpg
" Python金融大数据分析*9787115404459 (德)希尔皮斯科,姚军 ",http://product.dangdang.com/1174911795.html,http://img3x5.ddimg.cn/90/31/1174911795-1_b_0.jpg
 Python Web开发 测试驱动方法*9787115403278 [英] 珀西瓦尔(Harry J.W. Percival) ,http://product.dangdang.com/1174909495.html,http://img3x5.ddimg.cn/67/25/1174909495-1_b_1.jpg
" Python高手之路*9787115387134 (法)丹乔,王飞龙 ",http://product.dangdang.com/1174886595.html,http://img3x5.ddimg.cn/36/28/1174886595-1_b_0.jpg
" Python数据可视化编程实战*9787115384393 (爱尔兰)米洛万诺维奇,颛清山 ",http://product.dangdang.com/1174881595.html,http://img3x5.ddimg.cn/85/23/1174881595-1_b_0.jpg
" 贝叶斯思维 统计建模的Python学习法*9787115384287 [美]Allen B.Downey,许杨毅 ",http://product.dangdang.com/1174881295.html,http://img3x5.ddimg.cn/82/19/1174881295-1_b_0.jpg
" Python 3程序开发指南（第2版 修订版）*9787115383389 [美]萨默菲尔德,王弘博,孙传庆 ",http://product.dangdang.com/1174879195.html,http://img3x5.ddimg.cn/61/28/1174879195-1_b_1.jpg
" Python项目开发实战 [美]Laura Cassell,Alan Gauld 高弘扬 卫莹 9787302415879 ",http://product.dangdang.com/1174421662.html,http://img3x2.ddimg.cn/7/0/1174421662-1_b_1.jpg
 【预订】Python 9780763663964 ,http://product.dangdang.com/1169837466.html,http://img3x6.ddimg.cn/6/30/1169837466-1_b_2.jpg
 编写高质量代码改善Python程序的91个建议 张颖 9787111467045 ,http://product.dangdang.com/1168502264.html,http://img3x4.ddimg.cn/17/10/1168502264-1_b_1.jpg
 义博！ Python编程 从入门到实践 python核心编程基础教程书籍 程序设计教材9787115428028 ,http://product.dangdang.com/1166028665.html,http://img3x5.ddimg.cn/32/9/1166028665-1_b_2.jpg
" 计算机编程导论:Python程序设计 赵家刚,狄光智,吕丹桔 编 ",http://product.dangdang.com/1162928406.html,http://img3x6.ddimg.cn/57/17/1162928406-1_b_3.jpg
 Python网络编程攻略 ,http://product.dangdang.com/1147293341.html,http://img3x1.ddimg.cn/62/5/1147293341-1_b_1.jpg
" Python在unix和linux系统管理中的应用（影印版） (美)琼斯,(美)吉夫特 9787802057388 ",http://product.dangdang.com/1138449084.html,http://img3x4.ddimg.cn/69/6/1138449084-1_b_0.jpg
 Python网络编程攻略 M.O.Faruque Sarker ,http://product.dangdang.com/1137607627.html,http://img3x7.ddimg.cn/13/3/1137607627-1_b_3.jpg
 跟老齐学Python：轻松入门 齐伟 9787121306624 ,http://product.dangdang.com/1128890195.html,http://img3x5.ddimg.cn/26/30/1128890195-1_b_0.jpg
" Python面向对象编程指南 (美)洛特(Steven F.Lott) 著;张心韬,兰亮 译 ",http://product.dangdang.com/1126448082.html,http://img3x2.ddimg.cn/45/28/1126448082-1_b_2.jpg
 计算机科学导论――以Python为舟(第2版) 沙行勉 302446170 ,http://product.dangdang.com/1119789347.html,http://img3x7.ddimg.cn/50/35/1119789347-1_b_1.jpg
" ""笨办法""学Python(第3版) Zed A.Shaw ",http://product.dangdang.com/1117508727.html,http://img3x7.ddimg.cn/93/21/1117508727-1_b_6.jpg
 面向ArcGIS的Python脚本编程 Paul A.Zandbergen ,http://product.dangdang.com/1117493927.html,http://img3x7.ddimg.cn/44/21/1117493927-1_b_3.jpg
 父与子的编程之旅:与小卡特一起学Python Warren Sande ,http://product.dangdang.com/1113411227.html,http://img3x7.ddimg.cn/5/12/1113411227-1_b_6.jpg
" Python机器学习及实践:从零开始通往Kaggle竞赛之路 范淼,李超 编著 ",http://product.dangdang.com/1111465976.html,http://img3x6.ddimg.cn/5/36/1111465976-1_b_3.jpg
 【预订】Pete the Python: The Further Adventures of Mark and ,http://product.dangdang.com/1104438908.html,http://img3x8.ddimg.cn/56/8/1104438908-1_b_1.jpg
 Python/Piton (Killer Snakes/Serpientes Asesinas) [ISBN: 978-1433945632] ,http://product.dangdang.com/1095644826.html,http://img3x6.ddimg.cn/45/12/1095644826-1_b_1.jpg
 正版现货Python数据分析实战+Python基础教程2册python语言编程入门Python程序设计教材Python基础教程Python学习手册 ,http://product.dangdang.com/1094791249.html,http://img3x9.ddimg.cn/46/25/1094791249-1_b_0.jpg
 【TH】Python宝典 杨佩璐 电子工业出版社 9787121225628 ,http://product.dangdang.com/1073273933.html,http://img3x3.ddimg.cn/83/22/1073273933-1_b_1.jpg
 Head First Python（中文版） ,http://product.dangdang.com/1071695040.html,http://img3x0.ddimg.cn/42/30/1071695040-1_b_2.jpg
 【TH】Python核心编程(第二版)(Python领域经典、权威的开发指南) [美] Wesley J. Chun 人民邮电出版社 9787115178503 ,http://product.dangdang.com/1070536733.html,http://img3x3.ddimg.cn/35/8/1070536733-1_b_1.jpg
 Python for Kids: A Playful Introduction to Programming [ISBN: 978-1593274078] ,http://product.dangdang.com/1068315426.html,http://img3x6.ddimg.cn/90/33/1068315426-1_b_1.jpg
" Maya Python游戏与影视编程指南 (美)梅切特里(Adam Mechtley),(美)特罗布里奇(Ryan Trowbridge) 著;宋松 译 ",http://product.dangdang.com/1068164182.html,http://img3x2.ddimg.cn/19/8/1068164182-1_b_2.jpg
" 树莓派Python编程入门与实战(第2版) [美] Richard Blum 勃鲁姆, Christine Bresnaha 9787115426703 人民邮电出版社 ",http://product.dangdang.com/1065904575.html,http://img3x5.ddimg.cn/87/28/1065904575-1_b_2.jpg
 Python可以这样学 董付国 9787302456469 ,http://product.dangdang.com/1064696695.html,http://img3x5.ddimg.cn/7/13/1064696695-1_b_1.jpg
 Python 黑帽子：黑客与渗透测试编程之道 Python绝技：运用Python成为级黑客 ,http://product.dangdang.com/1058741755.html,http://img3x5.ddimg.cn/16/1/1058741755-1_b_2.jpg
 The Greedy Python (The World of Eric Carle) [ISBN: 978-1442445772] ,http://product.dangdang.com/1056272826.html,http://img3x6.ddimg.cn/48/8/1056272826-1_b_1.jpg
 The Greedy Python (The World of Eric Carle) [ISBN: 978-1442445765] ,http://product.dangdang.com/1056272726.html,http://img3x6.ddimg.cn/47/19/1056272726-1_b_1.jpg
 【预订】Python Play: And Other Recipes for Fun ,http://product.dangdang.com/1049715629.html,http://img3x9.ddimg.cn/17/25/1049715629-1_b_1.jpg
" Python核心编程(第3版,英文版) (美)春(Wesley Chun) 著 ",http://product.dangdang.com/1045969682.html,http://img3x2.ddimg.cn/32/32/1045969682-1_b_4.jpg
 Discover the World of Eric Carle: The Greedy Python Board Book    ISBN:9781416982906 ,http://product.dangdang.com/1044945731.html,http://img3x1.ddimg.cn/38/19/1044945731-1_b_0.jpg
" Python基础教程 刘浪 主编;郭江涛,于晓强,宋燕红 编著 ",http://product.dangdang.com/1043529062.html,http://img3x2.ddimg.cn/59/6/1043529062-1_b_1.jpg
" 【预订】The Eric Carle Ready-To-Read Collection: Have You Seen My Cat?; The Greedy Python; Pancakes, Pan ",http://product.dangdang.com/1040085439.html,http://img3x9.ddimg.cn/52/10/1040085439-1_b_1.jpg
 The Greedy Python (Ready-To-Read - Level 1) [ISBN: 978-0606263573] ,http://product.dangdang.com/1039499026.html,http://img3x6.ddimg.cn/16/10/1039499026-1_b_1.jpg
 Python数据分析 ,http://product.dangdang.com/1033975394.html,http://img3x4.ddimg.cn/89/34/1033975394-1_b_2.jpg
 Python袖珍指南(第5版) ,http://product.dangdang.com/1030449490.html,http://img3x0.ddimg.cn/70/8/1030449490-1_b_2.jpg
 Python测试驱动开发-(影印版) ,http://product.dangdang.com/1028205774.html,http://img3x4.ddimg.cn/90/9/1028205774-1_b_1.jpg
 Python [ISBN: 978-0763663964] ,http://product.dangdang.com/1028105026.html,http://img3x6.ddimg.cn/25/12/1028105026-1_b_1.jpg
 Python数据分析与挖掘实战 ,http://product.dangdang.com/1027465484.html,http://img3x4.ddimg.cn/23/15/1027465484-1_b_1.jpg
" Python机器学习:预测分析核心算法 (美)鲍尔斯(Michael Bowles) 著;沙嬴,* 译 ",http://product.dangdang.com/1021939147.html,http://img3x7.ddimg.cn/64/35/1021939147-1_b_4.jpg
 Python项目开发实战(第2版) 日本BePROUD股份有限公司 著;支鹏浩 译 ,http://product.dangdang.com/1021925047.html,http://img3x7.ddimg.cn/22/32/1021925047-1_b_5.jpg
 包邮 Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现 Pyth ,http://product.dangdang.com/1021011996.html,http://img3x6.ddimg.cn/48/30/1021011996-1_b_1.jpg
 Green Tree Python (Science Slam: Treed-Animal Life in the Trees) [ISBN: 978-1617729096] ,http://product.dangdang.com/1011829026.html,http://img3x6.ddimg.cn/21/16/1011829026-1_b_1.jpg
 The Greedy Python: Lap Edition (The World of Eric Carle) [ISBN: 978-1442489912] ,http://product.dangdang.com/1010481626.html,http://img3x6.ddimg.cn/11/8/1010481626-1_b_2.jpg
 Python与数据挖掘 张良均 等 著 ,http://product.dangdang.com/1006422647.html,http://img3x7.ddimg.cn/32/3/1006422647-1_b_5.jpg
 Raspberry PI机器人制作实例:用Python、Linux和传感器搭建智能小车 (美)多纳特(Wolfram Donat) 著;臧海波 译 ,http://product.dangdang.com/1003890382.html,http://img3x2.ddimg.cn/88/18/1003890382-1_b_6.jpg
 Python高级编程 [美] Luke Sneeringer 宋V剑 刘磊 302452850 ,http://product.dangdang.com/1003155247.html,http://img3x7.ddimg.cn/28/36/1003155247-1_b_2.jpg
" Python数据科学指南 (印)萨伯拉曼尼安(Gopi Subramanian) 著;方延风,刘丹 译 ",http://product.dangdang.com/1003075647.html,http://img3x7.ddimg.cn/24/23/1003075647-1_b_2.jpg
 Python核心编程（第二版）(Python领域经典作品、非常有名的开发指南) ,http://product.dangdang.com/20255354.html,http://img3x4.ddimg.cn/53/0/20255354-1_b_1.jpg
 【预订】Sensitive Permaculture ,http://product.dangdang.com/1295486674.html,http://img3x4.ddimg.cn/97/13/1295486674-1_b_1.jpg
" Earth Render - The Art of Clay Plaster, Render and Paints [ISBN: 978-0975778203] ",http://product.dangdang.com/1362362426.html,http://img3x6.ddimg.cn/62/4/1362362426-1_b_1.jpg
" 【预订】Earth Render - The Art of Clay Plaster, Render and Paints ",http://product.dangdang.com/1295154774.html,http://img3x4.ddimg.cn/45/3/1295154774-1_b_1.jpg
 【预订】The Sheltermaker's Manual - Volume 1 ,http://product.dangdang.com/1153419129.html,http://img3x9.ddimg.cn/27/36/1153419129-1_b_1.jpg
 【预订】The Sheltermaker&#39;s Manual - Volume 2 9780975778272 ,http://product.dangdang.com/1085365749.html,http://img3x9.ddimg.cn/39/16/1085365749-1_b_1.jpg
" Water Spirits of the World: from Nymphs to Nixies, Serpents to Sirens [ISBN: 978-0975778241] ",http://product.dangdang.com/1059020938.html,http://img3x8.ddimg.cn/19/19/1059020938-1_b_1.jpg
 Sensitive Permaculture [ISBN: 978-0975778227] ,http://product.dangdang.com/1059020838.html,http://img3x8.ddimg.cn/18/30/1059020838-1_b_1.jpg
 The Wisdom of Water [ISBN: 978-0975778210] ,http://product.dangdang.com/1059020738.html,http://img3x8.ddimg.cn/17/4/1059020738-1_b_1.jpg
 The Sheltermaker's Manual - Volume 1 [ISBN: 978-0975778265] ,http://product.dangdang.com/1028646726.html,http://img3x6.ddimg.cn/96/32/1028646726-1_b_1.jpg
 Touchstones for Today [ISBN: 978-0975778258] ,http://product.dangdang.com/1028646626.html,http://img3x6.ddimg.cn/95/6/1028646626-1_b_1.jpg
 The Sheltermaker's Manual - Volume 2 [ISBN: 978-0975778272] ,http://product.dangdang.com/1003606236.html,http://img3x6.ddimg.cn/72/32/1003606236-1_b_1.jpg
 机器学习实战【python基础教程指南，python核心编程实例指导，对wxpython数据库充分的讲解，不可错过的编程实践宝典！利用Python透析主流机器学习算法，配合日常用例，强劲实战导向，程序员人手必备！】 ,http://product.dangdang.com/23254747.html,http://img3x7.ddimg.cn/43/25/23254747-1_b_3.jpg
 机器学习实战（python基础教程指南） [美]哈林顿   人民邮电出版社 ,http://product.dangdang.com/1106100106.html,http://img3x6.ddimg.cn/34/17/1106100106-1_b_5.jpg
 算法图解 ,http://product.dangdang.com/24214704.html,http://img3x4.ddimg.cn/96/17/24214704-1_b_6.jpg
 轻量级Django ,http://product.dangdang.com/24101643.html,http://img3x3.ddimg.cn/93/28/24101643-1_b_6.jpg
 编程语言实现模式（Python之父Guido老爹真心推荐 ,http://product.dangdang.com/22621536.html,http://img3x6.ddimg.cn/36/32/22621536-1_b_1.jpg
 贝叶斯方法 概率编程与贝叶斯推断 ,http://product.dangdang.com/24162475.html,http://img3x5.ddimg.cn/40/32/24162475-1_b_2.jpg
 极客与团队：软件工程师的团队生存秘笈（Google研发主管、Google首席互联网专家、Samba核心开发者、Django 核心开发者、Python之父等众多业内高端人士和程序员力荐） ,http://product.dangdang.com/23196110.html,http://img3x0.ddimg.cn/14/33/23196110-1_b_1.jpg
 Excel 数据之美：科学图表与商业图表的绘制（全彩） ,http://product.dangdang.com/24043399.html,http://img3x9.ddimg.cn/61/22/24043399-1_b_5.jpg
 Django开发宝典 ,http://product.dangdang.com/24176502.html,http://img3x2.ddimg.cn/9/36/24176502-1_b_5.jpg
 零基础学Minecraft编程（图文版） ,http://product.dangdang.com/23771146.html,http://img3x6.ddimg.cn/58/15/23771146-1_b_1.jpg
 爱上Raspberry Pi 第2版 树莓派编程快速入门手册 ,http://product.dangdang.com/23987858.html,http://img3x8.ddimg.cn/59/18/23987858-1_b_11.jpg
 挑战编程技能 57道程序员功力测试题 ,http://product.dangdang.com/24189248.html,http://img3x8.ddimg.cn/83/17/24189248-1_b_2.jpg
 机器学习套装三册（机器学习实战（python基础教程指南）+机器学习+大数据智能） [美]哈林顿 ,http://product.dangdang.com/1049177182.html,http://img3x2.ddimg.cn/31/2/1049177182-1_b_2.jpg
 机器学习实战（python基础教程指南）+机器学习（机器学习套装共两册） [美]哈林顿 新华书店正版畅销书籍 ,http://product.dangdang.com/1049176882.html,http://img3x2.ddimg.cn/28/35/1049176882-1_b_3.jpg
 全新正版 图数据库 第2版+贝叶斯思维 统计建模的Python学习法 全2册 Neo4j数据库管理书籍 数据分析师 数据科学家必备手册 ,http://product.dangdang.com/1221505966.html,http://img3x6.ddimg.cn/10/28/1221505966-1_b_2.jpg
 算法与程序设计基础(Python版) ,http://product.dangdang.com/1398885661.html,http://img3x1.ddimg.cn/19/21/1398885661-1_b_2.jpg
 [现货]英文原版 Ready-To-Read Collection 艾瑞克卡尔套装 ,http://product.dangdang.com/1370230084.html,http://img3x4.ddimg.cn/91/19/1370230084-1_b_3.jpg
 【商城原版当天发货】面向设计师的编程设计知识系统PADKS:(6本/套)面向设计师的编程设计知识系统PADKS折叠的程序  编程景观  学习Python-做个有编程能 ,http://product.dangdang.com/1252303761.html,http://img3x1.ddimg.cn/93/22/1252303761-1_b_2.jpg
 大学计算机基础教程 ,http://product.dangdang.com/24157034.html,http://img3x4.ddimg.cn/44/30/24157034-1_b_5.jpg
 机器学习实战（python基础教程指南）+大数据智能 （共两册） [美]哈林顿 ,http://product.dangdang.com/1043667282.html,http://img3x2.ddimg.cn/75/31/1043667282-1_b_2.jpg
 实用机器学习 ,http://product.dangdang.com/25091609.html,http://img3x9.ddimg.cn/59/22/25091609-1_b_3.jpg
 Raspberry Pi机器人制作实例 用Python Linux和传感器搭建智能小车*9787115416469 [美] Wolfram Donat ,http://product.dangdang.com/1174931195.html,http://img3x5.ddimg.cn/86/6/1174931195-1_b_0.jpg
 29706|现货软件测试原书第2版/软件测试书籍/软件测试入门书/软件测试/张小松/python软件测试/软件测试教程 ,http://product.dangdang.com/1324945749.html,http://img3x9.ddimg.cn/39/21/1324945749-1_b_1.jpg
 实用机器学习 (美)亨里克？布林克//约瑟夫W.理查兹//马克？弗特罗夫 ,http://product.dangdang.com/1431934247.html,http://img3x7.ddimg.cn/29/22/1431934247-1_b_4.jpg
 教孩子学编程-(Python语言版) ,http://product.dangdang.com/1401831747.html,http://img3x7.ddimg.cn/63/19/1401831747-1_b_1.jpg
 编程导论 (美)谷泰格(John V. Guttag) 著;梁杰 译 ,http://product.dangdang.com/1255650837.html,http://img3x7.ddimg.cn/78/4/1255650837-1_b_4.jpg
 【预订】Data Science from Scratch: First Principles with Python 9781491901427 ,http://product.dangdang.com/1179984049.html,http://img3x9.ddimg.cn/79/29/1179984049-1_b_1.jpg
  编程语言实现模式(Python之父Guido老爹真心推荐  ,http://product.dangdang.com/1133432260.html,http://img3x0.ddimg.cn/70/12/1133432260-1_b_0.jpg
 Learning scikit-learn: Machine Learning in Python [ISBN: 978-1783281930] ,http://product.dangdang.com/1001474836.html,http://img3x6.ddimg.cn/43/17/1001474836-1_b_0.jpg
 墨水死（青少年畅销小说系列） ,http://product.dangdang.com/23595159.html,http://img3x9.ddimg.cn/93/0/23595159-1_b_0.jpg
 程序设计基础(Python语言) ,http://product.dangdang.com/23835966.html,http://img3x6.ddimg.cn/33/11/23835966-1_b_0.jpg
 Building Machine Learning Systems with Python [ISBN: 978-1782161400] ,http://product.dangdang.com/1010692736.html,http://img3x6.ddimg.cn/53/33/1010692736-1_b_0.jpg
 Learning Python Design Patterns [ISBN: 978-1783283378] ,http://product.dangdang.com/1001475236.html,http://img3x6.ddimg.cn/47/10/1001475236-1_b_0.jpg
 Raspberry Pi GPS using Python: For Windows and Debian-Linux Includes Source Code [ISBN: 978-1494495251] ,http://product.dangdang.com/1481158726.html,http://img3x6.ddimg.cn/25/34/1481158726-1_b_0.jpg
 Equilibrium Statistical Physics: with Computer simulations in Python [ISBN: 978-1491066515] ,http://product.dangdang.com/1462274826.html,http://img3x6.ddimg.cn/78/9/1462274826-1_b_0.jpg
 Blender Meets Python: Blender 2.6 Unites with Python 3 for a Completely 3D Relationship [ISBN: 978-1490351124] ,http://product.dangdang.com/1461354226.html,http://img3x6.ddimg.cn/79/6/1461354226-1_b_0.jpg
 Python 79 Success Secrets: 79 Most Asked Questions On Python - What You Need To Know [ISBN: 978-1488517754] ,http://product.dangdang.com/1460403926.html,http://img3x6.ddimg.cn/80/14/1460403926-1_b_0.jpg
" Scientific Database and Programming Examples Using PHP,MySQL,XML,MATLAB,PYTHON,PERL [ISBN: 978-1465364449] ",http://product.dangdang.com/1361236926.html,http://img3x6.ddimg.cn/93/7/1361236926-1_b_0.jpg
" Scientific Database and Programming Examples Using PHP,MySQL,XML,MATLAB,PYTHON,PERL [ISBN: 978-1465364432] ",http://product.dangdang.com/1361236726.html,http://img3x6.ddimg.cn/91/29/1361236726-1_b_0.jpg
 Python Scripting for Computational Science (Texts in Computational Science and Engineering) [ISBN: 978-3540739159] ,http://product.dangdang.com/1257379726.html,http://img3x6.ddimg.cn/31/31/1257379726-1_b_0.jpg
" The Quick Python Book, Second Edition [ISBN: 978-1935182207] ",http://product.dangdang.com/1253903226.html,http://img3x6.ddimg.cn/15/14/1253903226-1_b_0.jpg
" Python Interview Questions, Answers, and Explanations: Python Programming Certification Review [ISBN: 978-1933804545] ",http://product.dangdang.com/1253632726.html,http://img3x6.ddimg.cn/82/21/1253632726-1_b_0.jpg
" CherryPy Essentials: Rapid Python Web Application Development: Design, develop, test, and deploy your Python web applications easily [ISBN: 978-1904811848] ",http://product.dangdang.com/1252486926.html,http://img3x6.ddimg.cn/9/0/1252486926-1_b_0.jpg
 Python Programming: An Introduction to Computer Science [ISBN: 978-1887902991] ,http://product.dangdang.com/1250478126.html,http://img3x6.ddimg.cn/18/4/1250478126-1_b_0.jpg
 Python Programming with Oracle Database [ISBN: 978-1608300136] ,http://product.dangdang.com/1246148326.html,http://img3x6.ddimg.cn/82/18/1246148326-1_b_0.jpg
 Gray Hat Python: Python Programming for Hackers and Reverse Engineers [ISBN: 978-1593271923] ,http://product.dangdang.com/1242547026.html,http://img3x6.ddimg.cn/6/2/1242547026-1_b_0.jpg
 Foundations of Agile Python Development (Expert's Voice in Open Source) [ISBN: 978-1590599815] ,http://product.dangdang.com/1242020826.html,http://img3x6.ddimg.cn/90/16/1242020826-1_b_0.jpg
 Beginning Game Development with Python and Pygame: From Novice to Professional (Expert's Voice) [ISBN: 978-1590598726] ,http://product.dangdang.com/1242011826.html,http://img3x6.ddimg.cn/0/7/1242011826-1_b_0.jpg
 Dive Into Python [ISBN: 978-1590593561] ,http://product.dangdang.com/1241975126.html,http://img3x6.ddimg.cn/29/11/1241975126-1_b_0.jpg
 Python Programming On Win32: Help for Windows Programmers [ISBN: 978-1565926219] ,http://product.dangdang.com/1239874026.html,http://img3x6.ddimg.cn/6/30/1239874026-1_b_0.jpg
 Terry Jones's War on the War on Terror: Observations and Denunciations by a Founding Member of Monty Python [ISBN: 978-1560256533] ,http://product.dangdang.com/1239542826.html,http://img3x6.ddimg.cn/60/17/1239542826-1_b_0.jpg
" Python Programming for the Absolute Beginner, 3rd Edition [ISBN: 978-1435455009] ",http://product.dangdang.com/1234763026.html,http://img3x6.ddimg.cn/79/25/1234763026-1_b_0.jpg
 The Definitive Guide to Jython: Python for the Java Platform (Expert's Voice in Software Development) [ISBN: 978-1430225270] ,http://product.dangdang.com/1231549826.html,http://img3x6.ddimg.cn/23/16/1231549826-1_b_0.jpg
 Dive Into Python 3 [ISBN: 978-1430224150] ,http://product.dangdang.com/1231545926.html,http://img3x6.ddimg.cn/83/1/1231545926-1_b_0.jpg
 Beginning Python Visualization: Crafting Visual Transformation Scripts (Books for Professionals by Professionals) [ISBN: 978-1430218432] ,http://product.dangdang.com/1231534526.html,http://img3x6.ddimg.cn/68/34/1231534526-1_b_0.jpg
 Python 3 for Absolute Beginners (Expert's Voice in Open Source) [ISBN: 978-1430216322] ,http://product.dangdang.com/1231531426.html,http://img3x6.ddimg.cn/37/5/1231531426-1_b_0.jpg
 A Million Little Pieces of Feces [ISBN: 978-1411677319] ,http://product.dangdang.com/1221717126.html,http://img3x6.ddimg.cn/3/29/1221717126-1_b_0.jpg
 Sandman Mystery Theatre (Book 6): The Hourman and the Python [ISBN: 978-1401216771] ,http://product.dangdang.com/1215453326.html,http://img3x6.ddimg.cn/32/33/1215453326-1_b_0.jpg
 The Python Language Reference Manual [ISBN: 978-0954161781] ,http://product.dangdang.com/1213979626.html,http://img3x6.ddimg.cn/46/6/1213979626-1_b_0.jpg
 The Python's Back: Pathways of Comparison Between Indonesia and Melanesia [ISBN: 978-0897897075] ,http://product.dangdang.com/1213402926.html,http://img3x6.ddimg.cn/21/25/1213402926-1_b_0.jpg
 Text Processing in Python [ISBN: 978-0321112545] ,http://product.dangdang.com/1179555026.html,http://img3x6.ddimg.cn/23/21/1179555026-1_b_0.jpg
 Python Phrasebook [ISBN: 978-0672329104] ,http://product.dangdang.com/1166353026.html,http://img3x6.ddimg.cn/69/28/1166353026-1_b_0.jpg
 Python 3 - Intensivkurs: Projekte erfolgreich realisieren (Xpert.press) (German Edition) [ISBN: 978-3642043765] ,http://product.dangdang.com/1120004826.html,http://img3x6.ddimg.cn/6/26/1120004826-1_b_0.jpg
" Python Programming: An Introduction to Computer Science, 2nd Ed. [ISBN: 978-1590282410] ",http://product.dangdang.com/1118863926.html,http://img3x6.ddimg.cn/81/21/1118863926-1_b_0.jpg
 Pro Python (Expert's Voice in Open Source) [ISBN: 978-1430227571] ,http://product.dangdang.com/1117694326.html,http://img3x6.ddimg.cn/67/28/1117694326-1_b_0.jpg
 Pro Python System Administration (Expert's Voice in Open Source) [ISBN: 978-1430226055] ,http://product.dangdang.com/1117693226.html,http://img3x6.ddimg.cn/56/1/1117693226-1_b_0.jpg
 Python and AWS Cookbook [ISBN: 978-1449305444] ,http://product.dangdang.com/1056772426.html,http://img3x6.ddimg.cn/94/34/1056772426-1_b_0.jpg
 Learning Geospatial Analysis with Python (Community Experience Distilled) [ISBN: 978-1783281138] ,http://product.dangdang.com/1006332526.html,http://img3x6.ddimg.cn/1/14/1006332526-1_b_0.jpg
